name,label,label::French,label::English,region,department,commune,village_name,supervisors
30,00030 - kabra,00030 - kabra,00030 - kabra,MARADI,guidan_roumji,guidan_roumji,kabra,sup18
220,00220 - Kagoum,00220 - Kagoum,00220 - Kagoum,MARADI,mayahi,mayahi_north,Kagoum,sup22
14,00014 - Kahin chantali,00014 - Kahin chantali,00014 - Kahin chantali,MARADI,gazaoua,gazaoua,Kahin chantali,sup29
98,00098 - Kaka Haoussa,00098 - Kaka Haoussa,00098 - Kaka Haoussa,MARADI,mayahi,mayahi,Kaka Haoussa,sup21
71,00071 - Kakali,00071 - Kakali,00071 - Kakali,MARADI,dakoro,dakoro_south,Kakali,sup26
185,00185 -Kakou Tissalao,00185 - Kakou Tissalao,00185 - Kakou Tissalao,MARADI,mayahi,mayahi_north,Kakou Tisalaou,sup22
77,00077 - Kandala,00077 - Kandala,00077 - Kandala,MARADI,dakoro,dakoro_north,Kandala,sup26
286,00286 - Kankaren Dogo,00286 - Kankaren Dogo,00286 - Kankaren Dogo,MARADI,mayahi,mayahi_middle,Kankaren Dogo,sup21
264,00264 - Kankaren Gakoy,00264 - Kankaren Gakoy,00264 - Kankaren Gakoy,MARADI,mayahi,mayahi_west,Kankaren Gakoy,sup21
51,00051 - Kaouynia,00051 - Kaouynia,00051 - Kaouynia,MARADI,tessaoua,tessaoua,Kaouynia,su77
208,00208 - Karam Karam,00208 - Karam Karam,00208 - Karam Karam,MARADI,tessaoua,ourafane_south,Karam Karam,sup28
1,00001 - Karoubouni,00001 - Karoubouni,00001 - Karoubouni,MARADI,aguie,tchadoua,Karoubouni,sup30
266,00266 - Katare,00266 - Katare,00266 - Katare,MARADI,mayahi,mayahi_west,Katare,sup23
247,00247 - Katari Dan Makaou,00247 - Katari Dan Makaou,00247 - Katari Dan Makaou,MARADI,dakoro,dan_goulbi,Katari Dan Makaou,sup17
320,00320 - Kawanya,00320 - Kawanya,00320 - Kawanya,MARADI,tessaoua,tessaoua,Kawanya,sup31
293,00293 - Kawfasamo,00293 - Kawfasamo,00293 - Kawfasamo,MARADI,mayahi,mayahi,Kawfasamo,sup20
204,00204 - Kdadkaye,00204 - Kdadkaye,00204 - Kdadkaye,MARADI,aguie,tchadoua,Kdadkaye,sup30
321,00321 - Kelewei,00321 - Kelewei,00321 - Kelewei,MARADI,mayahi,mayahi_north,Kelewei,sup28
108,00108 - Koligoti,00108 - Koligoti,00108 - Koligoti,MARADI,dakoro,dakoro,Koligoti,sup26
11,00011 - Kongomi,00011 - Kongomi,00011 - Kongomi,MARADI,gazaoua,gazaoua,Kongomi,sup14
57,00057 - kordosso,00057 - kordosso,00057 - kordosso,MARADI,guidan_roumji,guidan_roumji,kordosso,sup18
169,00169 - Kori',00169 - Kori',00169 - Kori',MARADI,tessaoua,tessaoua,Kori',sup31
292,00292 - kotia,00292 - kotia,00292 - kotia,MARADI,mayahi,mayahi,kotia,sup20
167,00167 - Koubdo Soboua,00167 - Koubdo Soboua,00167 - Koubdo Soboua,MARADI,tessaoua,tessaoua,Koubdo Soboua,sup31
35,00035 - Koubdo Soufoua,00035 - Koubdo Soufoua,00035 - Koubdo Soufoua,MARADI,tessaoua,tessaoua,Koubdo Soufoua,sup31
300,00300 - Kouka Dan Houwa,00300 - Kouka Dan Houwa,00300 - Kouka Dan Houwa,MARADI,bermo,bermo,Kouka Dan Houwa,sup16
23,00023 - kouka kawadi,00023 - kouka kawadi,00023 - kouka kawadi,MARADI,guidan_roumji,guidan_roumji,kouka kawadi,sup18
199,00199 - Koukou Yousoufou,00199 - Koukou Yousoufou,00199 - Koukou Yousoufou,MARADI,tessaoua,tessaoua,Koukou Yousoufou,sup31
116,00116 - Kouletche Safoa,00116 - Kouletche Safoa,00116 - Kouletche Safoa,MARADI,tessaoua,ourafane_north,Kouletche Safoa,sup25
85,00085 - Koumtchi,00085 - Koumtchi,00085 - Koumtchi,MARADI,tessaoua,ourafane_south,Koumtchi,sup28
45,00045 - Koutchatcha,00045 - Koutchatcha,00045 - Koutchatcha,MARADI,dakoro,dakoro_south,Koutchatcha,sup26
244,00244 - Laoudi Saoudi,00244 - Laoudi Saoudi,00244 - Laoudi Saoudi,MARADI,dakoro,dan_goulbi,Laoudi Saoudi,sup17
31,00031 - Laouni,00031 - Laouni,00031 - Laouni,MARADI,gazaoua,gazaoua,Laouni,sup14
155,00155 - Lebo Sofoua,00155 - Lebo Sofoua,00155 - Lebo Sofoua,MARADI,gazaoua,gazaoua,Lebo Sofoua,sup14
160,00160 - Limbidoua (Jimbidaoua),00160 - Limbidoua (Jimbidaoua),00160 - Limbidoua (Jimbidaoua),MARADI,gazaoua,gazaoua,Limbidoua (Jimbidaoua),sup14
25,00025 - Madaoua Milli,00025 - Madaoua Milli,00025 - Madaoua Milli,MARADI,gazaoua,gazaoua,Madaoua Milli,sup14
322,00322 - Mai Gyuizo Baraka,00322 - Mai Gyuizo Baraka,00322 - Mai Gyuizo Baraka,MARADI,mayahi,mayahi_south,Mai Gyuizo Baraka,sup27
213,00213 - Mai Kassoua,00213 - Mai Kassoua,00213 - Mai Kassoua,MARADI,mayahi,mayahi,Mai Kassoua,sup21
168,00168 - Maiguizawa Kangnou,00168 - Maiguizawa Kangnou,00168 - Maiguizawa Kangnou,MARADI,aguie,tchadoua,Maiguizawa Kangnou,sup30
58,00058 - Maimagaria,00058 - Maimagaria,00058 - Maimagaria,MARADI,gazaoua,gazaoua,Maimagaria,sup14
15,00015 - Maisanho,00015 - Maisanho,00015 - Maisanho,MARADI,gazaoua,gazaoua,Maisanho,sup29
162,00162 - Makaoure,00162 - Makaoure,00162 - Makaoure,MARADI,gazaoua,gazaoua,Makaoure,sup14
307,00307 - Makayraoua Masko,00307 - Makayraoua Masko,00307 - Makayraoua Masko,MARADI,dakoro,bader_goula,Makayraoua Masko,sup15
96,00096 - Makyra (Forr Dan Taori ),00096 - Makyra (Forr Dan Taori ),00096 - Makyra (Forr Dan Taori ),MARADI,dakoro,kornaka,Makyra (Forr Dan Taori ),sup26
90,00090 - MakÃÂ©rawa Abou,00090 - MakÃÂ©rawa Abou,00090 - MakÃÂ©rawa Abou,MARADI,dakoro,kornaka,MakÃÂ©rawa Abou,sup19
285,00285 - Malali,00285 - Malali,00285 - Malali,MARADI,mayahi,mayahi_middle,Malali,sup21
175,00175 - Malamawa,00175 - Malamawa,00175 - Malamawa,MARADI,tessaoua,tessaoua,Malamawa,sup31
253,00253 - Malamey,00253 - Malamey,00253 - Malamey,MARADI,mayahi,mayahi_north,Malamey,sup22
274,00274 - Malloumey,00274 - Malloumey,00274 - Malloumey,MARADI,mayahi,mayahi_north,Malloumey,sup23
139,00139 - Marakye,00139 - Marakye,00139 - Marakye,MARADI,mayahi,mayahi_north,Marakye,sup28
173,00173 - Mariga Soufoua,00173 - Mariga Soufoua,00173 - Mariga Soufoua,MARADI,guidan_roumji,guidan_roumji,Mariga Soufoua,sup18
29,00029 - Masko,00029 - Masko,00029 - Masko,MARADI,guidan_roumji,guidan_roumji,Masko,sup18
32,00032 - May Dan Sanfo,00032 - May Dan Sanfo,00032 - May Dan Sanfo,MARADI,gazaoua,gazaoua,May Dan Sanfo,sup14
161,00161 - May Gaoude,00161 - May Gaoude,00161 - May Gaoude,MARADI,gazaoua,gazaoua,May Gaoude,sup14
299,00299 - Maylafia,00299 - Maylafia,00299 - Maylafia,MARADI,bermo,bermo,Maylafia,sup16
120,00120 - Maymoulaki,00120 - Maymoulaki,00120 - Maymoulaki,MARADI,dakoro,bader_goula,Maymoulaki,sup15
304,00304 - Mayrakomma,00304 - Mayrakomma,00304 - Mayrakomma,MARADI,bermo,bermo,Mayrakomma,sup16
229,00229 - Maysintchia,00229 - Maysintchia,00229 - Maysintchia,MARADI,tessaoua,ourafane_north,Maysintchia,sup25
206,00206 - Maysirda,00206 - Maysirda,00206 - Maysirda,MARADI,tessaoua,ourafane_south,Maysirda,sup28
187,00187 - Mazaouda,00187 - Mazaouda,00187 - Mazaouda,MARADI,mayahi,mayahi_north,Mazaouda,sup22
13,00013 - Mourin Dan Farou,00013 - Mourin Dan Farou,00013 - Mourin Dan Farou,MARADI,gazaoua,gazaoua,Mourin Dan Farou,sup29
147,00147 - Nagouida,00147 - Nagouida,00147 - Nagouida,MARADI,dakoro,dan_goulbi,Nagouida,sup17
39,00039 - Naki Fada,00039 - Naki Fada,00039 - Naki Fada,MARADI,aguie,tchadoua,Naki Fada,sup30
126,00126 - National Park,00126 - National Park,00126 - National Park,MARADI,bermo,gadabji,National Park,sup77
222,00222 - Nwalla Dan Marke,00222 - Nwalla Dan Marke,00222 - Nwalla Dan Marke,MARADI,dakoro,dakoro_south,Nwalla Dan Marke,sup26
240,00240 - Obandawaki Nasale,00240 - Obandawaki Nasale,00240 - Obandawaki Nasale,MARADI,dakoro,dan_goulbi,Obandawaki Nasale,sup26
183,00183 - Ola,00183 - Ola,00183 - Ola,MARADI,mayahi,mayahi_south,Ola,sup27
219,00219 - Oubandawaki,00219 - Oubandawaki,00219 - Oubandawaki ,MARADI,mayahi,mayahi_north,Oubandawaki,sup28
294,00294 - Radi,00294 - Radi,00294 - Radi,MARADI,mayahi,mayahi,Radi,sup20
122,00122 - Rahim Damou,00122 - Rahim Damou,00122 - Rahim Damou,MARADI,dakoro,bader_goula,Rahim Damou,sup15
224,00224 - Rigia Aman,00224 - Rigia Aman,00224 - Rigia Aman,MARADI,tessaoua,ourafane_south,Rigia Aman,sup28
26,00026 - Rigia Riga,00026 - Rigia Riga,00026 - Rigia Riga,MARADI,gazaoua,gazaoua,Rigia Riga,sup14
91,00091 - Riskiskama Mandou,00091 - Riskiskama Mandou,00091 - Riskiskama Mandou,MARADI,dakoro,kornaka,Riskiskama Mandou,sup19
166,00166 - Robibya,00166 - Robibya,00166 - Robibya,MARADI,gazaoua,gazaoua,Robibya,sup14
214,00214 - Rouan Danya,00214 - Rouan Danya,00214 - Rouan Danya,MARADI,mayahi,mayahi,Rouan Danya,sup21
109,00109 - Roumawa,00109 - Roumawa,00109 - Roumawa,MARADI,aguie,tchadoua,Roumawa,sup14
195,00195 - Roumbou Tchike,00195 - Roumbou Tchike,00195 - Roumbou Tchike,MARADI,aguie,tchadoua,Roumbou Tchike,sup30
210,00210 - Sabare,00210 - Sabare,00210 - Sabare,MARADI,tessaoua,ourafane_south,Sabare,sup28
148,00148 - Sae Rankama,00148 - Sae Rankama,00148 - Sae Rankama,MARADI,dakoro,dan_goulbi,Sae Rankama,sup17
254,00254 - Saje Biri,00254 - Saje Biri,00254 - Saje Biri,MARADI,mayahi,mayahi_north,Saje Biri,sup22
83,00083 - Salifawa,00083 - Salifawa,00083 - Salifawa,MARADI,mayahi,mayahi,Salifawa,sup21
153,00153 - Samia Bakoye,00153 - Samia Bakoye,00153 - Samia Bakoye,MARADI,gazaoua,gazaoua,Samia Bakoye,sup14
84,00084 - San Gayou,00084 - San Gayou,00084 - San Gayou,MARADI,dakoro,dakoro_south,San Gayou,sup26
107,00107 - Sansanawa,00107 - Sansanawa,00107 - Sansanawa,MARADI,mayahi,mayahi_north,Sansanawa,sup22
60,00060 - Sansanawa Wada,00060 - Sansanawa Wada,00060 - Sansanawa Wada,MARADI,tessaoua,ourafane_south,Sansanawa Wada,sup28
251,00251 - Soumba,00251 - Soumba,00251 - Soumba,MARADI,dakoro,dan_goulbi,Soumba,sup17
12,00012 - Soumbitta,00012 - Soumbitta,00012 - Soumbitta,MARADI,gazaoua,gazaoua,Soumbitta,sup29
283,00283 - Tabani,00283 - Tabani,00283 - Tabani,MARADI,mayahi,mayahi_north,Tabani,sup22
290,00290 - Tabazo,00290 - Tabazo,00290 - Tabazo,MARADI,mayahi,mayahi,Tabazo,sup20
238,00238 - Tadeta Moussa,00238 - Tadeta Moussa,00238 - Tadeta Moussa,MARADI,dakoro,dan_goulbi,Tadeta Moussa,sup17
306,00306 - Tafarki,00306 - Tafarki,00306 - Tafarki,MARADI,dakoro,bader_goula,Tafarki,sup15
261,00261 - Tagaye,00261 - Tagaye,00261 - Tagaye,MARADI,mayahi,mayahi_west,Tagaye,sup23
215,00215 - Tagaza,00215 - Tagaza,00215 - Tagaza,MARADI,mayahi,mayahi,Tagaza,sup21
10,00010 - Takalmawa,00010 - Takalmawa,00010 - Takalmawa,MARADI,aguie,tchadoua,Takalmawa,sup29
196,00196 - Takasaba,00196 - Takasaba,00196 - Takasaba,MARADI,aguie,tchadoua,Takasaba,sup30
250,00250 - Tamindaou Zanfaraoua,00250 - Tamindaou Zanfaraoua,00250 - Tamindaou Zanfaraoua,MARADI,dakoro,dan_goulbi,Tamindaou Zanfaraoua,sup19
170,00170 - Taoude,00170 - Taoude,00170 - Taoude,MARADI,guidan_roumji,guidan_roumji,Taoude,sup18
303,00303 - Tarfet,00303 - Tarfet,00303 - Tarfet,MARADI,bermo,bermo,Tarfet,sup16
249,00249 - Tarin Biri,00249 - Tarin Biri,00249 - Tarin Biri,MARADI,bermo,bermo,Tarin Biri,sup16
81,00081 - tchadoua,00081 - tchadoua,00081 - tchadoua,MARADI,aguie,tchadoua,tchadoua,sup77
65,00065 - Tchintchya,00065 - Tchintchya,00065 - Tchintchya,MARADI,dakoro,dakoro_south,Tchintchya,sup26
56,00056 - Tchololoua,00056 - Tchololoua,00056 - Tchololoua,MARADI,mayahi,mayahi_south,Tchololoua,sup27
297,00297 - Tchoutchana,00297 - Tchoutchana,00297 - Tchoutchana,MARADI,dakoro,dakoro_south,Tchoutchana,sup26
46,00046 - Tokou Kala,00046 - Tokou Kala,00046 - Tokou Kala,MARADI,dakoro,dakoro_south,Tokou Kala,sup26
178,00178 - Touchin Guina,00178 - Touchin Guina,00178 - Touchin Guina,MARADI,dakoro,kornaka,Touchin Guina,sup19
202,00202 - Toudou,00202 - Toudou,00202 - Toudou,MARADI,mayahi,mayahi_north,Toudou,sup22
79,00079 - Tounafafi Zougou,00079 - Tounafafi Zougou,00079 - Tounafafi Zougou,MARADI,dakoro,dakoro_north,Tounafafi Zougou,sup26
127,00127 - Tsamia Bakoy,00127 - Tsamia Bakoy,00127 - Tsamia Bakoy,MARADI,tessaoua,ourafane_north,Tsamia Bakoy,sup25
50,00050 - Ulyami Sami,00050 - Ulyami Sami,00050 - Ulyami Sami,MARADI,dakoro,dakoro_south,Ulyami Sami,sup26
209,00209 - Waga Waga,00209 - Waga Waga,00209 - Waga Waga,MARADI,tessaoua,ourafane_south,Waga Waga,sup28
267,00267 - Warzo,00267 - Warzo,00267 - Warzo,MARADI,mayahi,mayahi_middle,Warzo,sup21
228,00228 - Yachin Gila,00228 - Yachin Gila,00228 - Yachin Gila,MARADI,tessaoua,ourafane_north,Yachin Gila,sup25
223,00223 - Yamboye,00223 - Yamboye,00223 - Yamboye,MARADI,mayahi,mayahi_north,Yamboye,sup22
324,00324 - Yankouarou,00324 - Yankouarou,00324 - Yankouarou,MARADI,mayahi,mayahi,Yankouarou ,sup23
151,00151 - Zakin Guichiri,00151 - Zakin Guichiri,00151 - Zakin Guichiri,MARADI,dakoro,dan_goulbi,Zakin Guichiri,sup17
